gene_id,C17_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C18_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C19_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C20_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C21_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C22_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C23_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C24_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C25_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C26_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C27_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C28_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C29_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C30_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C31_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,C32_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E10_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E11_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E12_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E13_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E14_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E15_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E16_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E1_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E2_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E3_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E4_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E5_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E6_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E7_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E8_R1_001.fastq.gz.sam.sorted.bam.merge.gtf,E9_R1_001.fastq.gz.sam.sorted.bam.merge.gtf
SymbC1.scaffold4928.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4928.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4928.2,0,0,0,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,7,0,12,0,0,0,0
SymbC1.scaffold4928.1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3376.1,0,6,9,24,23,45,24,0,20,15,10,0,11,0,0,26,0,9,0,38,37,75,16,3,10,0,8,15,0,0,14,9
SymbC1.scaffold18.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19991.1,11,24,28,24,55,17,20,0,8,24,21,0,11,22,14,61,4,26,23,24,15,92,35,28,27,39,31,6,14,14,61,68
SymbC1.scaffold6760.3,45,77,47,84,220,43,123,11,78,192,142,22,47,66,75,151,29,13,30,65,74,346,79,41,36,79,102,52,31,70,241,137
SymbC1.scaffold6760.2,0,21,19,49,107,16,38,0,13,68,19,5,17,39,37,34,0,4,9,26,24,107,34,13,0,35,30,9,19,23,57,35
SymbC1.scaffold6760.1,148,271,134,262,724,946,258,24,239,356,377,104,204,314,250,530,396,150,92,161,922,1192,350,232,254,526,755,138,101,190,1095,575
SymbC1.scaffold18.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold10614.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3123.1,11,38,22,20,57,0,30,0,25,48,21,8,17,0,48,32,20,0,22,0,38,93,44,15,28,24,33,25,28,17,57,30
SymbC1.scaffold3123.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3123.2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold3123.4,19,0,0,8,26,20,25,0,0,13,0,0,0,7,11,17,0,0,0,13,31,53,7,8,10,0,19,0,8,18,28,17
SymbC1.scaffold109.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold109.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold109.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold22517.1,0,4,0,12,19,7,17,4,11,4,0,6,3,4,0,19,0,4,5,8,8,25,11,0,15,0,4,0,11,0,9,12
SymbC1.scaffold109.60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold109.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold378.4,23,40,14,69,114,0,59,14,51,71,49,0,0,38,51,65,6,17,0,27,98,241,60,21,46,25,44,0,0,32,94,92
SymbC1.scaffold7839.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold940.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7839.2,17,20,0,28,73,7,0,0,0,17,0,0,14,14,0,0,0,0,0,0,28,26,0,0,33,11,0,0,0,0,9,0
SymbC1.scaffold940.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold378.7,3,0,7,4,14,0,3,2,0,0,0,0,0,0,4,0,0,0,3,0,0,5,0,0,3,0,2,0,0,0,10,3
SymbC1.scaffold940.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold940.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold495.11,0,0,4,11,17,4,14,0,0,15,21,0,0,0,5,15,0,0,0,8,0,8,12,4,3,0,13,0,5,0,4,5
SymbC1.scaffold1686.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1686.4,11,0,0,18,56,49,0,0,0,42,0,0,13,0,35,37,0,0,0,0,0,86,0,0,0,14,0,0,16,0,0,38
SymbC1.scaffold1686.2,48,104,89,112,294,121,101,16,89,104,91,19,44,79,42,181,42,27,23,66,104,373,145,34,88,86,89,76,50,52,219,103
SymbC1.scaffold1686.1,0,0,0,0,53,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
SymbC1.scaffold17164.1,9,29,0,35,52,43,15,0,32,28,0,0,8,21,26,0,0,0,0,16,28,86,47,0,21,11,13,12,18,17,23,46
SymbC1.scaffold23542.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7218.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7218.2,400,564,227,657,1265,458,710,73,611,702,565,189,344,448,566,877,195,205,362,358,829,1646,819,295,656,637,821,384,260,402,1419,827
SymbC1.scaffold7218.3,141,245,97,196,429,227,387,26,169,332,174,42,141,205,170,237,108,78,71,207,338,524,206,126,188,157,212,100,89,154,396,375
SymbC1.scaffold1418.4,0,10,0,0,46,10,17,0,29,36,10,16,0,0,0,17,0,0,0,0,0,39,28,0,0,18,24,8,25,15,57,27
SymbC1.scaffold1418.5,0,8,4,13,20,18,6,0,0,7,8,0,3,3,15,10,4,0,0,3,23,8,15,4,12,3,9,0,0,3,8,7
SymbC1.scaffold1418.6,52,32,14,52,72,20,36,0,38,57,14,0,15,14,40,17,0,7,8,17,41,47,0,19,15,0,0,17,0,17,52,35
SymbC1.scaffold1418.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1418.2,30,38,11,67,144,37,81,0,33,68,28,0,20,45,25,44,0,38,18,57,72,162,56,27,64,30,50,23,25,35,123,91
SymbC1.scaffold1418.3,0,25,0,0,25,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,17,24,0,0,0,6,6,0,0,12,29,19
SymbC1.scaffold719.14,0,13,0,7,5,0,9,0,0,0,0,0,0,0,0,15,0,0,4,0,0,33,12,5,10,7,0,0,0,0,11,9
SymbC1.scaffold719.15,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1505.3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,0,6,0,0,0,0,0,0,0
SymbC1.scaffold1505.2,0,23,27,14,52,13,7,0,24,28,13,0,15,10,0,0,0,14,12,0,17,47,30,12,25,17,8,18,21,21,49,23
SymbC1.scaffold719.12,0,35,17,20,70,31,64,8,39,26,34,10,7,22,21,25,19,0,28,27,57,80,32,26,29,26,51,28,0,21,35,55
SymbC1.scaffold719.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,0
SymbC1.scaffold9.460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold24943.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold9.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.1535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4.1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4630.2,118,198,140,240,565,299,285,27,247,329,268,63,188,175,212,344,41,68,124,122,278,736,272,151,262,216,184,158,170,143,451,331
SymbC1.scaffold4630.1,102,138,49,171,293,119,144,18,70,145,81,24,52,33,94,158,60,26,61,95,157,382,165,70,121,98,153,85,54,70,187,226
SymbC1.scaffold1511.1,0,0,3,10,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1511.2,0,0,0,3,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,0,0,2,0,3,0,0,0,3,3
SymbC1.scaffold5330.4,13,8,7,8,12,8,0,0,0,0,12,0,8,0,0,15,0,4,0,12,19,12,0,0,0,23,0,0,0,0,0,12
SymbC1.scaffold1703.3,664,760,327,896,1526,709,1133,120,780,1049,614,164,267,458,697,899,158,318,427,638,1064,2203,1154,429,728,889,560,635,306,667,1220,1100
SymbC1.scaffold1703.2,35,71,34,90,114,51,93,0,76,97,32,9,45,41,43,66,0,32,12,50,85,224,101,35,87,33,63,50,29,64,109,86
SymbC1.scaffold5935.2,0,0,0,18,74,16,0,0,0,43,29,0,0,16,0,41,8,0,14,0,33,62,0,0,0,28,0,0,0,0,54,29
SymbC1.scaffold5935.3,47,76,38,82,181,79,69,4,76,108,35,19,59,42,33,62,0,0,0,30,50,187,68,16,57,51,60,39,24,40,145,94
SymbC1.scaffold5935.1,10,15,2,31,37,49,18,4,11,0,27,11,25,26,5,16,12,11,4,7,57,64,22,23,26,15,40,23,18,3,29,28
SymbC1.scaffold11.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold5935.4,8,55,0,39,76,50,66,0,43,0,0,13,46,24,39,61,10,21,23,19,37,61,75,18,41,16,83,0,41,10,134,99
SymbC1.scaffold5935.5,7,14,6,12,51,23,12,0,18,24,12,0,14,7,26,19,0,24,0,0,16,61,16,0,26,10,0,4,9,0,17,36
SymbC1.scaffold15446.1,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,0,4,0,4,0,0,0,0,2
SymbC1.scaffold4465.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11063.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4465.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4465.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold5929.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold5.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold11.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1236.2,18,0,16,39,49,18,17,0,18,27,23,5,0,8,13,31,2,6,7,9,15,63,39,0,12,37,28,26,3,10,37,20
SymbC1.scaffold1236.3,195,322,184,234,614,286,472,18,322,353,239,84,162,256,248,358,71,82,146,186,413,744,471,143,391,247,299,226,144,143,587,436
SymbC1.scaffold23466.1,0,0,4,0,32,0,14,0,5,6,0,0,0,0,8,0,0,0,0,7,6,27,0,0,0,0,0,6,0,0,20,5
SymbC1.scaffold1236.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1236.4,50,74,36,82,146,60,107,0,46,69,26,23,20,44,69,88,13,26,32,42,93,264,110,18,98,46,59,38,36,44,168,106
SymbC1.scaffold1236.5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,16,0,16,0,0,0,0,0,0,0,0,0,8
SymbC1.scaffold9.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold738.11,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,2,3
SymbC1.scaffold738.10,41,111,13,80,111,106,111,6,23,61,67,16,51,22,56,84,3,29,14,40,140,178,79,29,69,54,57,25,26,61,184,114
SymbC1.scaffold7230.2,12,55,0,47,100,0,44,0,18,39,0,0,0,18,12,45,16,0,0,6,37,126,25,19,35,34,33,36,17,0,84,35
SymbC1.scaffold7230.3,0,0,0,7,10,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,19,6
SymbC1.scaffold7230.1,6,43,0,53,58,64,77,0,0,25,42,13,0,0,30,35,6,25,0,14,46,76,34,0,29,28,17,0,4,20,63,82
SymbC1.scaffold7220.1,0,9,5,0,25,0,0,0,0,0,0,0,0,6,0,0,11,0,0,0,0,0,6,0,23,0,0,0,9,0,0,0
SymbC1.scaffold7220.3,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,0,0,10,20,0,4,0,8,10,6,0,0,15,0
SymbC1.scaffold7220.2,0,35,0,20,38,28,62,0,42,21,17,0,15,20,7,44,0,25,22,29,40,95,45,0,9,39,24,7,0,0,30,45
SymbC1.scaffold18181.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1688.8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0,0,6,0,0,0,0,25,18
SymbC1.scaffold1688.1,29,49,34,74,104,30,68,0,15,59,34,8,38,44,36,84,0,22,9,22,69,146,87,24,25,46,32,15,31,53,98,66
SymbC1.scaffold1688.3,0,24,17,26,93,0,39,0,0,53,26,0,0,0,21,43,0,0,10,29,12,40,33,0,28,43,34,14,0,18,75,59
SymbC1.scaffold1688.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1688.6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
SymbC1.scaffold323.1,0,0,0,0,0,0,19,0,4,0,8,0,0,0,0,0,0,0,0,0,0,31,7,0,11,0,0,0,0,0,9,0
SymbC1.scaffold10771.1,0,29,0,23,67,20,27,0,11,35,0,0,13,0,31,14,0,0,0,3,16,53,0,0,23,14,10,6,5,0,18,18
SymbC1.scaffold7.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7.730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold19445.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1093.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4264.5,51,60,23,81,172,83,100,0,106,115,85,0,27,45,71,102,0,26,14,54,89,180,87,32,78,38,87,22,36,44,161,113
SymbC1.scaffold1093.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1093.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1093.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1093.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1206.1,0,52,11,79,123,50,90,0,53,78,0,17,27,16,69,92,32,0,0,27,65,188,108,27,61,60,87,28,35,42,141,118
SymbC1.scaffold1206.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold847.10,123,168,74,197,508,190,248,16,162,321,175,52,74,159,172,351,49,102,71,123,276,637,253,68,165,202,179,110,79,138,375,261
SymbC1.scaffold1067.7,0,0,0,0,8,4,7,0,4,7,5,0,0,4,4,8,0,0,14,3,0,21,5,5,17,0,0,0,0,0,12,6
SymbC1.scaffold4264.3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,7,0,0,0
SymbC1.scaffold21380.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold291.2,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,4,0,8,0,0,6,0,0,0,0,0,13,0
SymbC1.scaffold2.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold2.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold4219.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6943.3,0,16,17,10,13,0,16,0,0,14,0,0,0,0,0,0,0,0,8,16,7,0,5,12,0,20,0,0,0,0,5,16
SymbC1.scaffold13409.1,0,0,0,15,0,0,17,0,0,11,10,0,9,0,0,26,0,11,0,6,7,33,13,0,11,0,16,6,0,7,32,0
SymbC1.scaffold23.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold775.8,4,10,2,4,16,0,3,3,7,4,0,0,2,2,6,2,2,2,2,2,8,4,17,4,9,5,3,0,0,6,13,6
SymbC1.scaffold775.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold775.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1238.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1238.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold14722.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.1975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.1977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold1.1979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold24508.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold692.10,0,0,0,0,0,16,0,0,0,15,8,0,15,0,3,22,0,0,0,0,20,28,23,11,0,20,0,0,0,0,0,0
SymbC1.scaffold8983.1,24,54,34,59,92,59,72,0,33,76,14,0,14,30,44,34,16,15,0,30,63,91,52,0,52,62,47,24,13,28,76,50
SymbC1.scaffold19202.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold23.168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold761.4,0,0,0,7,0,5,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,0,12,0,0,0,10,0,0,0,0,0
SymbC1.scaffold761.3,19,33,50,42,118,45,57,0,42,52,37,12,19,35,45,65,12,17,27,41,41,114,68,0,28,39,31,34,14,27,90,69
SymbC1.scaffold761.2,10,6,11,16,26,5,21,0,30,17,0,7,14,0,11,10,0,0,3,18,12,32,7,0,0,18,13,0,0,14,22,28
SymbC1.scaffold761.1,21,24,17,31,133,50,25,0,22,47,34,0,27,18,31,84,43,10,9,21,70,111,55,12,17,53,37,23,0,36,68,54
SymbC1.scaffold761.9,10,28,0,23,26,10,0,0,0,34,0,0,0,0,0,6,0,0,0,0,0,64,22,0,15,10,0,8,0,0,25,28
SymbC1.scaffold1.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6106.4,0,8,0,12,17,0,0,0,0,18,0,0,0,0,5,18,0,0,0,0,9,23,0,0,23,0,21,3,0,21,16,19
SymbC1.scaffold5463.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold6106.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
SymbC1.scaffold6106.2,10,0,0,14,25,6,12,0,0,15,0,0,0,0,9,6,0,6,0,8,16,12,15,28,16,0,0,0,0,19,0,4
SymbC1.scaffold34040.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold5451.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7315.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SymbC1.scaffold7315.3,12,0,0,20,52,28,32,0,9,11,0,0,6,0,9,17,0,0,4,0,16,22,0,8,16,0,16,0,13,0,33,24
