GO_id,term,GOSlim_bin
GO:0018648,F,other molecular function
GO:0018649,F,other molecular function
GO:0018650,F,other molecular function
GO:0018651,F,other molecular function
GO:0018652,F,other molecular function
GO:0018653,F,other molecular function
GO:0018654,F,other molecular function
GO:0018655,F,other molecular function
GO:0018656,F,other molecular function
GO:0018657,F,other molecular function
GO:0018658,F,other molecular function
GO:0018659,F,other molecular function
GO:0018660,F,other molecular function
GO:0018661,F,other molecular function
GO:0018662,F,other molecular function
GO:0018663,F,other molecular function
GO:0018664,F,other molecular function
GO:0018665,F,other molecular function
GO:0018666,F,other molecular function
GO:0018667,F,other molecular function
GO:0018668,F,other molecular function
GO:0018669,F,other molecular function
GO:0018670,F,other molecular function
GO:0018671,F,other molecular function
GO:0018672,F,other molecular function
GO:0018673,F,other molecular function
GO:0018674,F,other molecular function
GO:0018675,F,other molecular function
GO:0018676,F,other molecular function
GO:0018677,F,other molecular function
GO:0018678,F,other molecular function
GO:0018679,F,other molecular function
GO:0018680,F,other molecular function
GO:0018681,F,other molecular function
GO:0018682,F,other molecular function
GO:0018683,F,other molecular function
GO:0018684,F,other molecular function
GO:0018685,F,other molecular function
GO:0018686,F,other molecular function
GO:0018687,F,other molecular function
GO:0018688,F,other molecular function
GO:0018689,F,other molecular function
GO:0018690,F,other molecular function
GO:0018693,F,other molecular function
GO:0018694,F,other molecular function
GO:0018695,F,other molecular function
GO:0018697,F,other molecular function
GO:0018698,F,other molecular function
GO:0018699,F,other molecular function
GO:0018700,F,other molecular function
GO:0018701,F,other molecular function
GO:0018702,F,other molecular function
GO:0018703,F,other molecular function
GO:0018705,F,other molecular function
GO:0018706,F,other molecular function
GO:0018707,F,other molecular function
GO:0018708,F,other molecular function
GO:0018710,F,other molecular function
GO:0018711,F,other molecular function
GO:0018712,F,other molecular function
GO:0018713,F,other molecular function
GO:0018715,F,other molecular function
GO:0018716,F,other molecular function
GO:0018717,F,other molecular function
GO:0018718,F,other molecular function
GO:0018719,F,other molecular function
GO:0018720,F,kinase activity
GO:0018721,F,other molecular function
GO:0018722,F,other molecular function
GO:0018723,F,other molecular function
GO:0018724,F,other molecular function
GO:0018725,F,other molecular function
GO:0018726,F,other molecular function
GO:0018727,F,other molecular function
GO:0018729,F,other molecular function
GO:0018730,F,other molecular function
GO:0018731,F,other molecular function
GO:0018732,F,other molecular function
GO:0018733,F,other molecular function
GO:0018734,F,other molecular function
GO:0018736,F,other molecular function
GO:0018737,F,other molecular function
GO:0018738,F,other molecular function
GO:0018739,F,other molecular function
GO:0018740,F,other molecular function
GO:0018741,F,other molecular function
GO:0018742,F,other molecular function
GO:0018743,F,other molecular function
GO:0018744,F,other molecular function
GO:0018745,F,other molecular function
GO:0018746,F,other molecular function
GO:0018747,F,other molecular function
GO:0018748,F,other molecular function
GO:0018749,F,other molecular function
GO:0018750,F,other molecular function
GO:0018751,F,other molecular function
GO:0018752,F,other molecular function
GO:0018753,F,other molecular function
GO:0018754,F,other molecular function
GO:0018755,F,other molecular function
GO:0018756,F,other molecular function
GO:0018757,F,other molecular function
GO:0018758,F,other molecular function
GO:0018759,F,other molecular function
GO:0018760,F,other molecular function
GO:0018761,F,other molecular function
GO:0018762,F,other molecular function
GO:0018763,F,other molecular function
GO:0018764,F,other molecular function
GO:0018765,F,other molecular function
GO:0018766,F,other molecular function
GO:0018767,F,other molecular function
GO:0018768,F,other molecular function
GO:0018769,F,other molecular function
GO:0018770,F,other molecular function
GO:0018771,F,other molecular function
GO:0018772,F,other molecular function
GO:0018773,F,other molecular function
GO:0018774,F,other molecular function
GO:0018775,F,other molecular function
GO:0018776,F,other molecular function
GO:0018777,F,other molecular function
GO:0018778,F,other molecular function
GO:0018780,F,other molecular function
GO:0018781,F,other molecular function
GO:0018782,F,other molecular function
GO:0018783,F,other molecular function
GO:0018784,F,other molecular function
GO:0018785,F,other molecular function
GO:0018786,F,other molecular function
GO:0018787,F,other molecular function
GO:0018788,F,other molecular function
GO:0018789,F,other molecular function
GO:0018791,F,other molecular function
GO:0018792,F,other molecular function
GO:0018793,F,other molecular function
GO:0018794,F,other molecular function
GO:0018795,F,other molecular function
GO:0018796,F,other molecular function
GO:0018798,F,other molecular function
GO:0018799,F,other molecular function
GO:0018800,F,other molecular function
GO:0018801,F,other molecular function
GO:0018802,F,other molecular function
GO:0018803,F,other molecular function
GO:0018805,F,other molecular function
GO:0018807,F,other molecular function
GO:0018808,F,other molecular function
GO:0018809,F,other molecular function
GO:0018810,F,other molecular function
GO:0018811,F,other molecular function
GO:0018812,F,other molecular function
GO:0018813,F,other molecular function
GO:0018814,F,other molecular function
GO:0018815,F,other molecular function
GO:0018816,F,other molecular function
GO:0018817,F,other molecular function
GO:0018818,F,other molecular function
GO:0018819,F,other molecular function
GO:0018820,F,other molecular function
GO:0018822,F,other molecular function
GO:0018823,F,other molecular function
GO:0018824,F,other molecular function
GO:0018825,F,other molecular function
GO:0018826,F,other molecular function
GO:0018827,F,other molecular function
GO:0018828,F,other molecular function
GO:0018829,F,other molecular function
GO:0018830,F,other molecular function
GO:0018831,F,other molecular function
GO:0018832,F,other molecular function
GO:0018833,F,other molecular function
GO:0018834,F,other molecular function
GO:0018835,F,other molecular function
GO:0018836,F,other molecular function
GO:0018837,F,other molecular function
GO:0018838,F,other molecular function
GO:0018839,F,other molecular function
GO:0018842,F,other molecular function
GO:0018844,F,other molecular function
GO:0018845,F,other molecular function
GO:0018846,F,other molecular function
GO:0018847,F,other molecular function
GO:0018848,F,other molecular function
GO:0018849,F,other molecular function
GO:0018850,F,other molecular function
GO:0018851,F,other molecular function
GO:0018852,F,other molecular function
GO:0018854,F,other molecular function
GO:0018855,F,other molecular function
GO:0018856,F,other molecular function
GO:0018857,F,other molecular function
GO:0018858,F,other molecular function
GO:0018859,F,other molecular function
GO:0018860,F,other molecular function
GO:0018861,F,other molecular function
GO:0018862,F,other molecular function
GO:0018863,F,other molecular function
GO:0018864,P,other metabolic processes
GO:0018865,P,other metabolic processes
GO:0018866,P,other metabolic processes
GO:0018867,P,other metabolic processes
GO:0018868,P,other metabolic processes
GO:0018870,P,other metabolic processes
GO:0018871,P,other metabolic processes
GO:0018872,P,other metabolic processes
GO:0018873,P,other metabolic processes
GO:0018874,P,other metabolic processes
GO:0018875,P,other metabolic processes
GO:0018876,P,other metabolic processes
GO:0018877,P,other metabolic processes
GO:0018878,P,other metabolic processes
GO:0018879,P,other metabolic processes
GO:0018880,P,other metabolic processes
GO:0018881,P,other metabolic processes
GO:0018882,P,other metabolic processes
GO:0018883,P,other metabolic processes
GO:0018884,P,other metabolic processes
GO:0018885,P,other metabolic processes
GO:0018886,P,other metabolic processes
GO:0018887,P,other metabolic processes
GO:0018888,P,other metabolic processes
GO:0018889,P,other metabolic processes
GO:0018890,P,other metabolic processes
GO:0018891,P,other metabolic processes
GO:0018892,P,other metabolic processes
GO:0018893,P,other metabolic processes
GO:0018894,P,other metabolic processes
GO:0018895,P,other metabolic processes
GO:0018896,P,other metabolic processes
GO:0018897,P,other metabolic processes
GO:0018898,P,other metabolic processes
GO:0018899,P,other metabolic processes
GO:0018900,P,other metabolic processes
GO:0018901,P,other metabolic processes
GO:0018902,P,other metabolic processes
GO:0018903,P,other metabolic processes
GO:0018904,P,other metabolic processes
GO:0018905,P,other metabolic processes
GO:0018906,P,other metabolic processes
GO:0018907,P,other metabolic processes
GO:0018908,P,other metabolic processes
GO:0018909,P,other metabolic processes
GO:0018910,P,other metabolic processes
GO:0018911,P,other metabolic processes
GO:0018912,P,other metabolic processes
GO:0018913,P,other metabolic processes
GO:0018914,P,other metabolic processes
GO:0018915,P,other metabolic processes
GO:0018916,P,other metabolic processes
GO:0018917,P,other metabolic processes
GO:0018918,P,other metabolic processes
GO:0018919,P,other metabolic processes
GO:0018920,P,other metabolic processes
GO:0018921,P,other metabolic processes
GO:0018922,P,other metabolic processes
GO:0018923,P,other metabolic processes
GO:0018924,P,other metabolic processes
GO:0018925,P,other metabolic processes
GO:0018926,P,other metabolic processes
GO:0018928,P,other metabolic processes
GO:0018929,P,other metabolic processes
GO:0018930,P,other metabolic processes
GO:0018931,P,other metabolic processes
GO:0018933,P,other metabolic processes
GO:0018934,P,other metabolic processes
GO:0018935,P,other metabolic processes
GO:0018936,P,other metabolic processes
GO:0018937,P,other metabolic processes
GO:0018938,P,other metabolic processes
GO:0018939,P,other metabolic processes
GO:0018940,P,other metabolic processes
GO:0018941,P,other metabolic processes
GO:0018942,P,other metabolic processes
GO:0018943,P,other metabolic processes
GO:0018944,P,other metabolic processes
GO:0018945,P,other metabolic processes
GO:0018946,P,other metabolic processes
GO:0018947,P,other metabolic processes
GO:0018948,P,other metabolic processes
GO:0018949,P,other metabolic processes
GO:0018950,P,other metabolic processes
GO:0018951,P,other metabolic processes
GO:0018952,P,other metabolic processes
GO:0018953,P,other metabolic processes
GO:0018954,P,other metabolic processes
GO:0018955,P,other metabolic processes
GO:0018956,P,other metabolic processes
GO:0018957,P,other metabolic processes
GO:0018958,P,other metabolic processes
GO:0018959,P,other metabolic processes
GO:0018960,P,other metabolic processes
GO:0018961,P,other metabolic processes
GO:0018962,P,other metabolic processes
GO:0018963,P,other metabolic processes
GO:0018964,P,other metabolic processes
GO:0018965,P,other metabolic processes
GO:0018966,P,other metabolic processes
GO:0018967,P,other metabolic processes
GO:0018968,P,other metabolic processes
GO:0018969,P,other metabolic processes
GO:0018970,P,other metabolic processes
GO:0018971,P,other metabolic processes
GO:0018972,P,other metabolic processes
GO:0018973,P,other metabolic processes
GO:0018974,P,other metabolic processes
GO:0018975,P,other metabolic processes
GO:0018976,P,other metabolic processes
GO:0018977,P,other metabolic processes
GO:0018978,P,other metabolic processes
GO:0018979,P,other metabolic processes
GO:0018980,P,other metabolic processes
GO:0018981,P,other metabolic processes
GO:0018982,P,other metabolic processes
GO:0018983,P,other metabolic processes
GO:0018984,P,other metabolic processes
GO:0018985,P,cell organization and biogenesis
GO:0018988,P,other biological processes
GO:0018989,P,other biological processes
GO:0018990,P,other biological processes
GO:0018991,P,other biological processes
GO:0018992,P,developmental processes
GO:0018993,P,developmental processes
GO:0018995,C,non-structural extracellular
GO:0018996,P,other biological processes
GO:0019001,F,other molecular function
GO:0019002,F,other molecular function
GO:0019003,F,other molecular function
GO:0019005,C,other cellular component
GO:0019008,C,other cellular component
GO:0019010,F,other molecular function
GO:0019012,C,other cellular component
GO:0019013,C,other cellular component
GO:0019015,C,other cellular component
GO:0019016,C,other cellular component
GO:0019017,C,other cellular component
GO:0019018,C,other cellular component
GO:0019019,C,other cellular component
GO:0019020,C,other cellular component
GO:0019021,C,other cellular component
GO:0019022,C,other cellular component
GO:0019023,C,other cellular component
GO:0019024,C,other cellular component
GO:0019025,C,other cellular component
GO:0019026,C,other cellular component
GO:0019027,C,other cellular component
GO:0019028,C,other cellular component
GO:0019029,C,other cellular component
GO:0019030,C,other cellular component
GO:0019031,C,other cellular component
GO:0019033,C,other cellular component
GO:0019034,C,nucleus
GO:0019035,C,nucleus
GO:0019036,C,nucleus
GO:0019037,C,other cellular component
GO:0019038,C,other cellular component
GO:0019042,P,other biological processes
GO:0019043,P,other biological processes
GO:0019044,P,other biological processes
GO:0019045,P,other biological processes
GO:0019046,P,other biological processes
GO:0019048,P,other biological processes
GO:0019049,P,other biological processes
GO:0019050,P,death
GO:0019051,P,death
GO:0019052,P,stress response
GO:0019053,P,stress response
GO:0019054,P,other biological processes
GO:0019055,P,other biological processes
GO:0019056,P,other metabolic processes
GO:0019057,P,protein metabolism
GO:0019058,P,other biological processes
GO:0019059,P,other biological processes
GO:0019060,P,transport
GO:0019061,P,other biological processes
GO:0019062,P,other biological processes
GO:0019064,P,cell organization and biogenesis
GO:0019065,P,transport
GO:0019066,P,other biological processes
GO:0019067,P,other biological processes
GO:0019068,P,cell organization and biogenesis
GO:0019069,P,cell organization and biogenesis
GO:0019070,P,cell organization and biogenesis
GO:0019071,P,other metabolic processes
GO:0019071,P,cell organization and biogenesis
GO:0019072,P,cell organization and biogenesis
GO:0019073,P,DNA metabolism
GO:0019073,P,cell organization and biogenesis
GO:0019074,P,cell organization and biogenesis
GO:0019075,P,other biological processes
GO:0019076,P,other biological processes
GO:0019077,P,other biological processes
GO:0019078,P,other biological processes
GO:0019079,P,other biological processes
GO:0019080,P,other biological processes
GO:0019081,P,other metabolic processes
GO:0019082,P,protein metabolism
GO:0019083,P,RNA metabolism
GO:0019084,P,RNA metabolism
GO:0019085,P,RNA metabolism
GO:0019086,P,RNA metabolism
GO:0019087,P,other biological processes
GO:0019088,P,other biological processes
GO:0019089,P,other biological processes
GO:0019090,P,transport
GO:0019091,P,transport
GO:0019092,P,transport
GO:0019093,P,other biological processes
GO:0019094,P,developmental processes
GO:0019094,P,cell organization and biogenesis
GO:0019095,P,developmental processes
GO:0019095,P,cell organization and biogenesis
GO:0019096,P,developmental processes
GO:0019096,P,cell organization and biogenesis
GO:0019097,P,developmental processes
GO:0019097,P,cell organization and biogenesis
GO:0019098,P,other biological processes
GO:0019099,P,developmental processes
GO:0019100,P,developmental processes
GO:0019101,P,developmental processes
GO:0019102,P,developmental processes
GO:0019103,F,other molecular function
GO:0019104,F,other molecular function
GO:0019105,F,other molecular function
GO:0019107,F,other molecular function
GO:0019108,F,other molecular function
GO:0019111,F,other molecular function
GO:0019112,F,other molecular function
GO:0019113,F,other molecular function
GO:0019114,F,other molecular function
GO:0019115,F,other molecular function
GO:0019116,F,other molecular function
GO:0019117,F,other molecular function
GO:0019118,F,other molecular function
GO:0019119,F,other molecular function
GO:0019120,F,other molecular function
GO:0019121,P,protein metabolism
GO:0019122,P,protein metabolism
GO:0019123,P,protein metabolism
GO:0019124,P,protein metabolism
GO:0019125,P,protein metabolism
GO:0019126,P,protein metabolism
GO:0019128,P,protein metabolism
GO:0019129,P,protein metabolism
GO:0019133,F,other molecular function
GO:0019134,F,other molecular function
GO:0019135,F,other molecular function
GO:0019136,F,kinase activity
GO:0019137,F,other molecular function
GO:0019139,F,other molecular function
GO:0019140,F,kinase activity
GO:0019141,F,other molecular function
GO:0019142,F,other molecular function
GO:0019143,F,other molecular function
GO:0019144,F,other molecular function
GO:0019145,F,other molecular function
GO:0019146,F,other molecular function
GO:0019147,F,other molecular function
GO:0019148,F,other molecular function
GO:0019149,F,other molecular function
GO:0019150,F,kinase activity
GO:0019151,F,other molecular function
GO:0019152,F,other molecular function
GO:0019153,F,other molecular function
GO:0019154,F,other molecular function
GO:0019155,F,other molecular function
GO:0019156,F,other molecular function
GO:0019157,F,other molecular function
GO:0019158,F,kinase activity
GO:0019159,F,other molecular function
GO:0019160,F,other molecular function
GO:0019161,F,other molecular function
GO:0019162,F,other molecular function
GO:0019163,F,other molecular function
GO:0019164,F,other molecular function
GO:0019165,F,kinase activity
GO:0019166,F,other molecular function
GO:0019168,F,other molecular function
GO:0019170,F,other molecular function
GO:0019171,F,other molecular function
GO:0019172,F,other molecular function
GO:0019174,F,other molecular function
GO:0019176,F,other molecular function
GO:0019177,F,other molecular function
GO:0019178,F,other molecular function
GO:0019179,F,other molecular function
GO:0019180,F,other molecular function
GO:0019181,F,other molecular function
GO:0019182,F,transporter activity
GO:0019183,C,plasma membrane
GO:0019183,C,other membranes
GO:0019184,P,other metabolic processes
GO:0019185,C,nucleus
GO:0019186,F,other molecular function
GO:0019187,F,other molecular function
GO:0019191,F,transporter activity
GO:0019194,F,transporter activity
GO:0019196,F,transporter activity
GO:0019197,C,other cellular component
GO:0019198,F,signal transduction activity
GO:0019199,F,signal transduction activity
GO:0019199,F,kinase activity
GO:0019200,F,kinase activity
GO:0019201,F,kinase activity
GO:0019202,F,kinase activity
GO:0019203,F,other molecular function
GO:0019204,F,other molecular function
GO:0019205,F,kinase activity
GO:0019206,F,kinase activity
GO:0019207,F,enzyme regulator activity
GO:0019208,F,enzyme regulator activity
GO:0019209,F,enzyme regulator activity
GO:0019210,F,enzyme regulator activity
GO:0019211,F,enzyme regulator activity
GO:0019212,F,enzyme regulator activity
GO:0019213,F,other molecular function
GO:0019215,F,other molecular function
GO:0019216,P,other metabolic processes
GO:0019217,P,other metabolic processes
GO:0019218,P,other metabolic processes
GO:0019219,P,other metabolic processes
GO:0019220,P,other metabolic processes
GO:0019221,P,signal transduction
GO:0019222,P,other metabolic processes
GO:0019226,P,other biological processes
GO:0019227,P,other biological processes
GO:0019228,P,other biological processes
GO:0019229,P,other biological processes
GO:0019230,P,other biological processes
GO:0019231,P,other biological processes
GO:0019232,P,other biological processes
GO:0019233,P,other biological processes
GO:0019234,P,other biological processes
GO:0019235,P,other biological processes
GO:0019236,P,other biological processes
GO:0019237,F,nucleic acid binding activity
GO:0019238,F,other molecular function
GO:0019239,F,other molecular function
GO:0019240,P,other metabolic processes
GO:0019241,P,other metabolic processes
GO:0019242,P,other metabolic processes
GO:0019243,P,other metabolic processes
GO:0019244,P,other metabolic processes
GO:0019245,P,other metabolic processes
GO:0019246,P,other metabolic processes
GO:0019247,P,other metabolic processes
GO:0019248,P,other metabolic processes
GO:0019249,P,other metabolic processes
GO:0019250,P,other metabolic processes
GO:0019251,P,other metabolic processes
GO:0019252,P,other metabolic processes
GO:0019253,P,other metabolic processes
GO:0019254,P,other metabolic processes
GO:0019255,P,other metabolic processes
GO:0019256,P,other metabolic processes
GO:0019257,P,other metabolic processes
GO:0019258,P,other metabolic processes
GO:0019260,P,other metabolic processes
GO:0019261,P,other metabolic processes
GO:0019262,P,other metabolic processes
GO:0019263,P,other metabolic processes
GO:0019264,P,other metabolic processes
GO:0019265,P,other metabolic processes
GO:0019266,P,other metabolic processes
GO:0019267,P,other metabolic processes
GO:0019270,P,other metabolic processes
GO:0019271,P,transport
GO:0019272,P,other metabolic processes
GO:0019273,P,other metabolic processes
GO:0019276,P,other metabolic processes
GO:0019277,P,other metabolic processes
GO:0019278,P,other metabolic processes
GO:0019279,P,other metabolic processes
GO:0019280,P,other metabolic processes
GO:0019281,P,other metabolic processes
GO:0019283,P,other metabolic processes
GO:0019284,P,other metabolic processes
GO:0019285,P,other metabolic processes
GO:0019286,P,other metabolic processes
GO:0019287,P,other metabolic processes
GO:0019288,P,other metabolic processes
GO:0019289,P,other metabolic processes
GO:0019290,P,other metabolic processes
GO:0019292,P,other metabolic processes
GO:0019293,P,other metabolic processes
GO:0019294,P,other metabolic processes
GO:0019295,P,other metabolic processes
GO:0019296,P,other metabolic processes
GO:0019297,P,other metabolic processes
GO:0019298,P,other metabolic processes
GO:0019299,P,other metabolic processes
GO:0019300,P,other metabolic processes
GO:0019301,P,other metabolic processes
GO:0019302,P,other metabolic processes
GO:0019303,P,other metabolic processes
GO:0019304,P,other metabolic processes
GO:0019305,P,other metabolic processes
GO:0019306,P,other metabolic processes
GO:0019307,P,other metabolic processes
GO:0019308,P,other metabolic processes
GO:0019309,P,other metabolic processes
GO:0019310,P,other metabolic processes
GO:0019311,P,other metabolic processes
GO:0019312,P,other metabolic processes
GO:0019313,P,other metabolic processes
GO:0019314,P,other metabolic processes
GO:0019315,P,other metabolic processes
GO:0019316,P,other metabolic processes
GO:0019317,P,other metabolic processes
GO:0019318,P,other metabolic processes
GO:0019319,P,other metabolic processes
GO:0019320,P,other metabolic processes
GO:0019321,P,other metabolic processes
GO:0019322,P,other metabolic processes
GO:0019323,P,other metabolic processes
GO:0019324,P,other metabolic processes
GO:0019325,P,other metabolic processes
GO:0019326,P,other metabolic processes
GO:0019327,P,other metabolic processes
GO:0019328,P,other metabolic processes
GO:0019329,P,other metabolic processes
GO:0019330,P,other metabolic processes
GO:0019331,P,other metabolic processes
GO:0019332,P,other metabolic processes
GO:0019333,P,other metabolic processes
GO:0019334,P,other metabolic processes
GO:0019335,P,other metabolic processes
GO:0019336,P,other metabolic processes
GO:0019337,P,other metabolic processes
GO:0019338,P,other metabolic processes
GO:0019339,P,other metabolic processes
GO:0019340,P,other metabolic processes
GO:0019341,P,other metabolic processes
GO:0019342,P,other metabolic processes
GO:0019343,P,other metabolic processes
GO:0019344,P,other metabolic processes
GO:0019345,P,other metabolic processes
GO:0019346,P,other metabolic processes
GO:0019347,P,other metabolic processes
GO:0019348,P,other metabolic processes
GO:0019349,P,other metabolic processes
GO:0019350,P,other metabolic processes
GO:0019351,P,other metabolic processes
GO:0019352,P,other metabolic processes
GO:0019353,P,other metabolic processes
GO:0019354,P,other metabolic processes
GO:0019355,P,other metabolic processes
GO:0019356,P,other metabolic processes
GO:0019357,P,other metabolic processes
GO:0019358,P,other metabolic processes
GO:0019359,P,other metabolic processes
GO:0019360,P,other metabolic processes
GO:0019361,P,other metabolic processes
GO:0019362,P,other metabolic processes
GO:0019363,P,other metabolic processes
GO:0019364,P,other metabolic processes
GO:0019365,P,other metabolic processes
GO:0019367,P,other metabolic processes
GO:0019368,P,other metabolic processes
GO:0019369,P,other metabolic processes
GO:0019370,P,other metabolic processes
GO:0019371,P,other metabolic processes
GO:0019372,P,other metabolic processes
GO:0019373,P,other metabolic processes
GO:0019374,P,other metabolic processes
GO:0019375,P,other metabolic processes
GO:0019376,P,other metabolic processes
GO:0019377,P,other metabolic processes
GO:0019379,P,other metabolic processes
GO:0019380,P,other metabolic processes
GO:0019381,P,other metabolic processes
GO:0019382,P,other metabolic processes
GO:0019383,P,other metabolic processes
GO:0019384,P,other metabolic processes
GO:0019385,P,other metabolic processes
GO:0019386,P,other metabolic processes
GO:0019387,P,other metabolic processes
GO:0019388,P,other metabolic processes
GO:0019389,P,other metabolic processes
GO:0019390,P,other metabolic processes
GO:0019391,P,other metabolic processes
GO:0019392,P,other metabolic processes
GO:0019393,P,other metabolic processes
GO:0019394,P,other metabolic processes
GO:0019395,P,other metabolic processes
GO:0019396,P,other metabolic processes
GO:0019397,P,other metabolic processes
GO:0019398,P,other metabolic processes
GO:0019399,P,other metabolic processes
GO:0019400,P,other metabolic processes
GO:0019401,P,other metabolic processes
GO:0019402,P,other metabolic processes
GO:0019403,P,other metabolic processes
GO:0019404,P,other metabolic processes
GO:0019405,P,other metabolic processes
GO:0019406,P,other metabolic processes
GO:0019407,P,other metabolic processes
GO:0019408,P,other metabolic processes
GO:0019409,P,other metabolic processes
GO:0019410,P,other metabolic processes
GO:0019411,P,other metabolic processes
GO:0019412,P,other metabolic processes
GO:0019413,P,other metabolic processes
GO:0019414,P,other metabolic processes
GO:0019415,P,other metabolic processes
GO:0019416,P,other metabolic processes
GO:0019417,P,other metabolic processes
GO:0019418,P,other metabolic processes
GO:0019419,P,other metabolic processes
GO:0019420,P,other metabolic processes
GO:0019422,P,other metabolic processes
GO:0019423,P,other metabolic processes
GO:0019424,P,other metabolic processes
GO:0019426,P,other metabolic processes
GO:0019427,P,other metabolic processes
GO:0019428,P,other metabolic processes
GO:0019429,P,other metabolic processes
GO:0019430,P,stress response
GO:0019430,P,other metabolic processes
GO:0019431,P,other metabolic processes
GO:0019432,P,other metabolic processes
GO:0019433,P,other metabolic processes
GO:0019434,P,other metabolic processes
GO:0019435,P,other metabolic processes
GO:0019436,P,other metabolic processes
GO:0019438,P,other metabolic processes
GO:0019439,P,other metabolic processes
GO:0019440,P,other metabolic processes
GO:0019441,P,other metabolic processes
GO:0019442,P,other metabolic processes
GO:0019444,P,other metabolic processes
GO:0019445,P,other metabolic processes
GO:0019446,P,other metabolic processes
GO:0019447,P,other metabolic processes
GO:0019448,P,other metabolic processes
GO:0019449,P,other metabolic processes
GO:0019450,P,other metabolic processes
GO:0019451,P,other metabolic processes
GO:0019452,P,other metabolic processes
GO:0019453,P,other metabolic processes
GO:0019454,P,other metabolic processes
GO:0019455,P,other metabolic processes
GO:0019456,P,other metabolic processes
GO:0019457,P,other metabolic processes
GO:0019458,P,other metabolic processes
GO:0019460,P,other metabolic processes
GO:0019461,P,other metabolic processes
GO:0019462,P,other metabolic processes
GO:0019463,P,other metabolic processes
GO:0019464,P,other metabolic processes
GO:0019465,P,other metabolic processes
GO:0019466,P,other metabolic processes
GO:0019467,P,other metabolic processes
GO:0019468,P,other metabolic processes
GO:0019469,P,other metabolic processes
GO:0019470,P,other metabolic processes
GO:0019471,P,other metabolic processes
GO:0019472,P,other metabolic processes
GO:0019473,P,other metabolic processes
GO:0019474,P,other metabolic processes
GO:0019475,P,other metabolic processes
GO:0019476,P,other metabolic processes
GO:0019477,P,other metabolic processes
GO:0019478,P,other metabolic processes
GO:0019479,P,other metabolic processes
GO:0019480,P,other metabolic processes
GO:0019481,P,other metabolic processes
GO:0019482,P,other metabolic processes
GO:0019483,P,other metabolic processes
GO:0019484,P,other metabolic processes
GO:0019485,P,other metabolic processes
GO:0019486,P,other metabolic processes
GO:0019487,P,other metabolic processes
GO:0019488,P,other metabolic processes
GO:0019489,P,other metabolic processes
GO:0019490,P,other metabolic processes
GO:0019491,P,other metabolic processes
GO:0019492,P,other metabolic processes
GO:0019493,P,other metabolic processes
GO:0019495,P,other metabolic processes
GO:0019496,P,other metabolic processes
GO:0019497,P,other metabolic processes
GO:0019498,P,other metabolic processes
GO:0019499,P,other metabolic processes
GO:0019500,P,other metabolic processes
GO:0019501,P,other metabolic processes
GO:0019502,P,other metabolic processes
GO:0019503,P,other metabolic processes
GO:0019504,P,other metabolic processes
GO:0019505,P,other metabolic processes
GO:0019506,P,other metabolic processes
GO:0019507,P,other metabolic processes
GO:0019508,P,other metabolic processes
GO:0019509,P,other metabolic processes
GO:0019510,P,other metabolic processes
GO:0019511,P,protein metabolism
GO:0019512,P,other metabolic processes
GO:0019513,P,other metabolic processes
GO:0019515,P,other metabolic processes
GO:0019516,P,other metabolic processes
GO:0019517,P,other metabolic processes
GO:0019518,P,other metabolic processes
GO:0019519,P,other metabolic processes
GO:0019520,P,other metabolic processes
GO:0019521,P,other metabolic processes
GO:0019522,P,other metabolic processes
GO:0019523,P,other metabolic processes
GO:0019524,P,other metabolic processes
GO:0019525,P,other metabolic processes
GO:0019526,P,other metabolic processes
GO:0019527,P,other metabolic processes
GO:0019528,P,other metabolic processes
GO:0019529,P,other metabolic processes
GO:0019530,P,other metabolic processes
GO:0019531,F,transporter activity
GO:0019532,P,transport
GO:0019533,P,transport
GO:0019534,F,transporter activity
GO:0019535,F,transporter activity
GO:0019536,P,other metabolic processes
GO:0019537,P,other metabolic processes
GO:0019538,P,protein metabolism
GO:0019539,P,other metabolic processes
GO:0019540,P,other metabolic processes
GO:0019541,P,other metabolic processes
GO:0019542,P,other metabolic processes
GO:0019543,P,other metabolic processes
GO:0019544,P,other metabolic processes
GO:0019545,P,other metabolic processes
GO:0019546,P,other metabolic processes
GO:0019547,P,other metabolic processes
GO:0019548,P,other metabolic processes
GO:0019549,P,other metabolic processes
GO:0019550,P,other metabolic processes
GO:0019551,P,other metabolic processes
GO:0019552,P,other metabolic processes
GO:0019553,P,other metabolic processes
GO:0019554,P,other metabolic processes
GO:0019555,P,other metabolic processes
GO:0019556,P,other metabolic processes
GO:0019557,P,other metabolic processes
GO:0019558,P,other metabolic processes
GO:0019559,P,other metabolic processes
GO:0019560,P,other metabolic processes
GO:0019561,P,other metabolic processes
GO:0019562,P,other metabolic processes
GO:0019563,P,other metabolic processes
GO:0019564,P,other metabolic processes
GO:0019566,P,other metabolic processes
GO:0019567,P,other metabolic processes
GO:0019568,P,other metabolic processes
GO:0019569,P,other metabolic processes
GO:0019570,P,other metabolic processes
GO:0019571,P,other metabolic processes
GO:0019572,P,other metabolic processes
GO:0019573,P,other metabolic processes
GO:0019574,P,other metabolic processes
GO:0019576,P,other metabolic processes
GO:0019577,P,other metabolic processes
GO:0019578,P,other metabolic processes
GO:0019579,P,other metabolic processes
GO:0019580,P,other metabolic processes
GO:0019582,P,other metabolic processes
GO:0019583,P,other metabolic processes
GO:0019584,P,other metabolic processes
GO:0019585,P,other metabolic processes
GO:0019586,P,other metabolic processes
