GO_id,term,GOSlim_bin
GO:0001067,F,nucleic acid binding activity
GO:0001068,F,nucleic acid binding activity
GO:0001069,F,nucleic acid binding activity
GO:0001070,F,other molecular function
GO:0001071,F,other molecular function
GO:0001072,F,other molecular function
GO:0001073,F,other molecular function
GO:0001074,F,other molecular function
GO:0001075,F,other molecular function
GO:0001076,F,other molecular function
GO:0001077,F,other molecular function
GO:0001078,F,other molecular function
GO:0001079,P,RNA metabolism
GO:0001080,P,RNA metabolism
GO:0001081,P,RNA metabolism
GO:0001082,F,other molecular function
GO:0001083,F,other molecular function
GO:0001084,F,other molecular function
GO:0001085,F,other molecular function
GO:0001086,F,other molecular function
GO:0001087,F,other molecular function
GO:0001088,F,other molecular function
GO:0001089,F,other molecular function
GO:0001090,F,other molecular function
GO:0001091,F,other molecular function
GO:0001092,F,other molecular function
GO:0001093,F,other molecular function
GO:0001094,F,other molecular function
GO:0001095,F,other molecular function
GO:0001096,F,other molecular function
GO:0001097,F,other molecular function
GO:0001098,F,other molecular function
GO:0001099,F,other molecular function
GO:0001100,P,cell cycle and proliferation
GO:0001101,P,other biological processes
GO:0001102,F,other molecular function
GO:0001103,F,other molecular function
GO:0001104,F,other molecular function
GO:0001105,F,other molecular function
GO:0001106,F,other molecular function
GO:0001108,F,other molecular function
GO:0001109,P,RNA metabolism
GO:0001110,P,RNA metabolism
GO:0001111,P,RNA metabolism
GO:0001112,P,RNA metabolism
GO:0001112,P,cell organization and biogenesis
GO:0001113,P,RNA metabolism
GO:0001113,P,cell organization and biogenesis
GO:0001114,C,other cellular component
GO:0001115,P,cell organization and biogenesis
GO:0001116,P,cell organization and biogenesis
GO:0001117,P,cell organization and biogenesis
GO:0001118,P,RNA metabolism
GO:0001118,P,cell organization and biogenesis
GO:0001119,P,cell organization and biogenesis
GO:0001120,P,cell organization and biogenesis
GO:0001121,P,RNA metabolism
GO:0001122,P,RNA metabolism
GO:0001123,P,RNA metabolism
GO:0001124,P,RNA metabolism
GO:0001125,P,RNA metabolism
GO:0001126,P,RNA metabolism
GO:0001126,P,cell organization and biogenesis
GO:0001127,P,RNA metabolism
GO:0001127,P,cell organization and biogenesis
GO:0001128,F,other molecular function
GO:0001129,F,other molecular function
GO:0001130,F,other molecular function
GO:0001131,F,other molecular function
GO:0001132,F,other molecular function
GO:0001133,F,other molecular function
GO:0001134,F,other molecular function
GO:0001135,F,other molecular function
GO:0001136,F,other molecular function
GO:0001137,F,other molecular function
GO:0001138,F,other molecular function
GO:0001139,F,other molecular function
GO:0001140,F,other molecular function
GO:0001141,F,other molecular function
GO:0001142,F,other molecular function
GO:0001143,F,other molecular function
GO:0001144,F,other molecular function
GO:0001145,F,nucleic acid binding activity
GO:0001146,F,other molecular function
GO:0001147,F,nucleic acid binding activity
GO:0001148,F,nucleic acid binding activity
GO:0001149,F,other molecular function
GO:0001150,F,nucleic acid binding activity
GO:0001151,F,other molecular function
GO:0001152,F,other molecular function
GO:0001153,F,other molecular function
GO:0001154,F,other molecular function
GO:0001155,F,other molecular function
GO:0001156,F,other molecular function
GO:0001157,F,other molecular function
GO:0001158,F,nucleic acid binding activity
GO:0001159,F,nucleic acid binding activity
GO:0001160,F,nucleic acid binding activity
GO:0001161,F,nucleic acid binding activity
GO:0001162,F,nucleic acid binding activity
GO:0001163,F,nucleic acid binding activity
GO:0001164,F,nucleic acid binding activity
GO:0001165,F,nucleic acid binding activity
GO:0001166,F,nucleic acid binding activity
GO:0001167,F,other molecular function
GO:0001168,F,other molecular function
GO:0001169,F,other molecular function
GO:0001170,F,other molecular function
GO:0001171,P,DNA metabolism
GO:0001172,P,RNA metabolism
GO:0001173,P,RNA metabolism
GO:0001174,P,RNA metabolism
GO:0001175,P,RNA metabolism
GO:0001176,P,RNA metabolism
GO:0001177,P,RNA metabolism
GO:0001177,P,cell organization and biogenesis
GO:0001178,P,RNA metabolism
GO:0001178,P,cell organization and biogenesis
GO:0001179,F,other molecular function
GO:0001180,P,RNA metabolism
GO:0001181,F,other molecular function
GO:0001182,P,RNA metabolism
GO:0001183,P,RNA metabolism
GO:0001184,P,RNA metabolism
GO:0001185,P,RNA metabolism
GO:0001186,F,other molecular function
GO:0001187,F,other molecular function
GO:0001188,P,RNA metabolism
GO:0001188,P,cell organization and biogenesis
GO:0001189,P,RNA metabolism
GO:0001189,P,cell organization and biogenesis
GO:0001190,F,other molecular function
GO:0001191,F,other molecular function
GO:0001192,P,RNA metabolism
GO:0001193,P,RNA metabolism
GO:0001194,P,RNA metabolism
GO:0001195,P,RNA metabolism
GO:0001196,P,RNA metabolism
GO:0001197,P,RNA metabolism
GO:0001198,P,RNA metabolism
GO:0001199,F,other molecular function
GO:0001200,F,other molecular function
GO:0001201,F,other molecular function
GO:0001202,F,other molecular function
GO:0001203,F,other molecular function
GO:0001204,F,other molecular function
GO:0001205,F,other molecular function
GO:0001206,F,other molecular function
GO:0001207,P,cell organization and biogenesis
GO:0001208,P,cell organization and biogenesis
GO:0001209,F,other molecular function
GO:0001210,F,other molecular function
GO:0001211,F,other molecular function
GO:0001212,F,other molecular function
GO:0001213,F,other molecular function
GO:0001214,F,other molecular function
GO:0001215,F,other molecular function
GO:0001216,F,other molecular function
GO:0001217,F,other molecular function
GO:0001218,F,other molecular function
GO:0001219,F,other molecular function
GO:0001220,F,other molecular function
GO:0001221,F,other molecular function
GO:0001222,F,other molecular function
GO:0001223,F,other molecular function
GO:0001224,F,other molecular function
GO:0001225,F,other molecular function
GO:0001226,F,other molecular function
GO:0001227,F,other molecular function
GO:0001228,F,other molecular function
GO:0001300,P,other biological processes
GO:0001301,P,cell organization and biogenesis
GO:0001302,P,other biological processes
GO:0001303,P,cell organization and biogenesis
GO:0001304,P,cell organization and biogenesis
GO:0001305,P,cell organization and biogenesis
GO:0001306,P,stress response
GO:0001307,P,cell organization and biogenesis
GO:0001308,P,RNA metabolism
GO:0001308,P,cell organization and biogenesis
GO:0001309,P,DNA metabolism
GO:0001309,P,cell organization and biogenesis
GO:0001310,P,cell organization and biogenesis
GO:0001311,P,DNA metabolism
GO:0001311,P,cell organization and biogenesis
GO:0001312,P,DNA metabolism
GO:0001312,P,cell organization and biogenesis
GO:0001313,P,DNA metabolism
GO:0001313,P,cell organization and biogenesis
GO:0001314,P,DNA metabolism
GO:0001314,P,cell organization and biogenesis
GO:0001315,P,stress response
GO:0001316,P,stress response
GO:0001317,P,stress response
GO:0001318,P,stress response
GO:0001318,P,protein metabolism
GO:0001319,P,stress response
GO:0001320,P,stress response
GO:0001321,P,other biological processes
GO:0001322,P,stress response
GO:0001323,P,other biological processes
GO:0001324,P,stress response
GO:0001325,P,DNA metabolism
GO:0001325,P,cell organization and biogenesis
GO:0001326,P,DNA metabolism
GO:0001400,C,other cellular component
GO:0001401,C,mitochondrion
GO:0001401,C,other membranes
GO:0001402,P,signal transduction
GO:0001403,P,other biological processes
GO:0001405,C,mitochondrion
GO:0001405,C,other membranes
GO:0001406,F,transporter activity
GO:0001407,P,transport
GO:0001408,P,transport
GO:0001409,F,transporter activity
GO:0001410,P,other biological processes
GO:0001411,C,other cellular component
GO:0001501,P,developmental processes
GO:0001502,P,developmental processes
GO:0001502,P,cell adhesion
GO:0001503,P,other biological processes
GO:0001504,P,transport
GO:0001504,P,cell-cell signaling
GO:0001505,P,cell-cell signaling
GO:0001507,P,other metabolic processes
GO:0001507,P,cell-cell signaling
GO:0001508,P,other biological processes
GO:0001510,P,RNA metabolism
GO:0001512,F,other molecular function
GO:0001514,P,protein metabolism
GO:0001515,F,signal transduction activity
GO:0001516,P,other metabolic processes
GO:0001517,F,other molecular function
GO:0001518,C,plasma membrane
GO:0001518,C,other membranes
GO:0001519,P,other metabolic processes
GO:0001520,C,other cellular component
GO:0001522,P,RNA metabolism
GO:0001523,P,other metabolic processes
GO:0001525,P,developmental processes
GO:0001527,C,extracellular matrix
GO:0001530,F,other molecular function
GO:0001531,F,signal transduction activity
GO:0001532,F,signal transduction activity
GO:0001533,C,cytoskeleton
GO:0001534,C,other cellular component
GO:0001535,C,other cellular component
GO:0001536,C,other cellular component
GO:0001537,F,other molecular function
GO:0001539,P,other biological processes
GO:0001540,F,other molecular function
GO:0001541,P,developmental processes
GO:0001542,P,developmental processes
GO:0001543,P,developmental processes
GO:0001544,P,developmental processes
GO:0001545,P,developmental processes
GO:0001546,P,developmental processes
GO:0001547,P,developmental processes
GO:0001548,P,developmental processes
GO:0001549,P,developmental processes
GO:0001550,P,developmental processes
GO:0001551,P,developmental processes
GO:0001552,P,developmental processes
GO:0001553,P,developmental processes
GO:0001554,P,developmental processes
GO:0001555,P,other biological processes
GO:0001556,P,other biological processes
GO:0001558,P,cell organization and biogenesis
GO:0001559,P,cell organization and biogenesis
GO:0001560,P,cell organization and biogenesis
GO:0001561,P,other metabolic processes
GO:0001562,P,other biological processes
GO:0001563,P,other biological processes
GO:0001565,F,signal transduction activity
GO:0001566,F,signal transduction activity
GO:0001567,F,other molecular function
GO:0001568,P,developmental processes
GO:0001569,P,developmental processes
GO:0001570,P,developmental processes
GO:0001571,F,signal transduction activity
GO:0001572,P,other metabolic processes
GO:0001573,P,other metabolic processes
GO:0001574,P,other metabolic processes
GO:0001575,P,other metabolic processes
GO:0001576,P,other metabolic processes
GO:0001578,P,cell organization and biogenesis
GO:0001579,P,transport
GO:0001580,P,other biological processes
GO:0001581,P,other biological processes
GO:0001582,P,other biological processes
GO:0001583,P,other biological processes
GO:0001586,F,signal transduction activity
GO:0001587,F,signal transduction activity
GO:0001588,F,signal transduction activity
GO:0001591,F,signal transduction activity
GO:0001594,F,signal transduction activity
GO:0001595,F,signal transduction activity
GO:0001596,F,signal transduction activity
GO:0001601,F,signal transduction activity
GO:0001602,F,signal transduction activity
GO:0001604,F,signal transduction activity
GO:0001605,F,signal transduction activity
GO:0001607,F,signal transduction activity
GO:0001608,F,signal transduction activity
GO:0001609,F,signal transduction activity
GO:0001614,F,signal transduction activity
GO:0001616,F,signal transduction activity
GO:0001618,F,other molecular function
GO:0001621,F,signal transduction activity
GO:0001626,F,signal transduction activity
GO:0001631,F,signal transduction activity
GO:0001632,F,signal transduction activity
GO:0001634,F,signal transduction activity
GO:0001635,F,signal transduction activity
GO:0001637,F,signal transduction activity
GO:0001639,F,signal transduction activity
GO:0001640,F,signal transduction activity
GO:0001641,F,signal transduction activity
GO:0001642,F,signal transduction activity
GO:0001646,F,signal transduction activity
GO:0001647,F,signal transduction activity
GO:0001648,F,signal transduction activity
GO:0001649,P,other biological processes
GO:0001650,C,nucleus
GO:0001651,C,nucleus
GO:0001652,C,nucleus
GO:0001653,F,signal transduction activity
GO:0001654,P,developmental processes
GO:0001655,P,developmental processes
GO:0001656,P,developmental processes
GO:0001657,P,developmental processes
GO:0001658,P,developmental processes
GO:0001659,P,other biological processes
GO:0001660,P,stress response
GO:0001661,P,other biological processes
GO:0001662,P,stress response
GO:0001664,F,signal transduction activity
GO:0001665,F,other molecular function
GO:0001666,P,stress response
GO:0001667,P,other biological processes
GO:0001669,C,other cellular component
GO:0001671,F,enzyme regulator activity
GO:0001672,P,cell organization and biogenesis
GO:0001673,C,nucleus
GO:0001674,C,nucleus
GO:0001675,P,cell organization and biogenesis
GO:0001676,P,other metabolic processes
GO:0001677,P,protein metabolism
GO:0001677,P,cell organization and biogenesis
GO:0001678,P,other biological processes
GO:0001680,P,RNA metabolism
GO:0001681,F,other molecular function
GO:0001682,P,RNA metabolism
GO:0001691,F,enzyme regulator activity
GO:0001692,P,other metabolic processes
GO:0001694,P,other metabolic processes
GO:0001695,P,other metabolic processes
GO:0001695,P,cell-cell signaling
GO:0001696,P,transport
GO:0001697,P,transport
GO:0001698,P,transport
GO:0001699,P,transport
GO:0001700,P,developmental processes
GO:0001701,P,developmental processes
GO:0001702,P,developmental processes
GO:0001703,P,developmental processes
GO:0001704,P,developmental processes
GO:0001705,P,developmental processes
GO:0001706,P,developmental processes
GO:0001707,P,developmental processes
GO:0001708,P,other biological processes
GO:0001709,P,other biological processes
GO:0001710,P,developmental processes
GO:0001711,P,developmental processes
GO:0001712,P,developmental processes
GO:0001713,P,developmental processes
GO:0001714,P,developmental processes
GO:0001715,P,developmental processes
GO:0001716,F,other molecular function
GO:0001717,P,protein metabolism
GO:0001717,P,RNA metabolism
GO:0001720,P,protein metabolism
GO:0001720,P,RNA metabolism
GO:0001725,C,cytoskeleton
GO:0001726,C,other cellular component
GO:0001727,F,kinase activity
GO:0001729,F,kinase activity
GO:0001730,F,other molecular function
GO:0001731,P,protein metabolism
GO:0001731,P,cell organization and biogenesis
GO:0001732,P,protein metabolism
GO:0001732,P,cell organization and biogenesis
GO:0001733,F,other molecular function
GO:0001734,F,other molecular function
GO:0001735,F,other molecular function
GO:0001736,P,other biological processes
GO:0001737,P,developmental processes
GO:0001737,P,cell organization and biogenesis
GO:0001738,P,other biological processes
GO:0001739,C,nucleus
