gene_id,C17_R1_001.fastq.gz.sam.sorted.bam.gtf
Pver_gene_g14720,4
Pver_gene_g14723,2791
Pver_gene_g14722,8
Pver_gene_g14725,1645
Pver_gene_g14724,259
Pver_gene_g14727,781
Pver_gene_g14726,1714
STRG.33,599
Pver_gene_g21057,0
Pver_gene_g1838,1293
Pver_gene_g21056,0
Pver_gene_g1839,0
Pver_gene_g24027,0
Pver_gene_g8718,6260
Pver_gene_g21054,0
Pver_gene_novel_gene_606_5de57afd,0
Pver_gene_g1837,8152
Pver_gene_g24021,0
Pver_gene_g24020,0
Pver_gene_g21051,78
Pver_gene_g24022,0
STRG.14940,0
STRG.14949,1
Pver_gene_g15933,8
Pver_gene_g15932,11478
Pver_gene_g15931,2770
Pver_gene_g15930,4064
Pver_gene_g15937,444
Pver_gene_g15936,0
Pver_gene_g15935,0
Pver_gene_g15934,3153
Pver_gene_g15939,3
Pver_gene_g15938,609
Pver_gene_novel_gene_110_5de57afd,519
Pver_gene_novel_gene_353_5de57afd,89
Pver_gene_g24454,0
Pver_gene_g24455,0
Pver_gene_g24456,0
Pver_gene_g24457,0
Pver_gene_g24450,0
Pver_gene_g24451,0
Pver_gene_g24452,0
Pver_gene_g24453,0
Pver_gene_g24458,0
Pver_gene_g24459,0
Pver_gene_g6628,2098
Pver_gene_g6629,330
Pver_gene_g6626,1532
Pver_gene_g6627,1622
Pver_gene_g6624,386
Pver_gene_g6625,2181
Pver_gene_g6622,3226
Pver_gene_g6623,0
Pver_gene_g6620,1014
Pver_gene_g6621,911
Pver_gene_g8578,809
Pver_gene_g8579,1965
Pver_gene_g8570,10
Pver_gene_g8571,20
Pver_gene_g8572,320
Pver_gene_g8573,764
Pver_gene_g8574,803
Pver_gene_g8575,8998
Pver_gene_g8576,3993
Pver_gene_g8577,328
STRG.17371,288
Pver_gene_novel_gene_14_5de57afd,733
STRG.756,1
Pver_gene_g22858,1679
Pver_gene_g22859,1375
Pver_gene_g22852,33213
Pver_gene_g22853,3166
Pver_gene_g22850,194
Pver_gene_g22851,670
Pver_gene_g22856,2768
Pver_gene_g22857,509
Pver_gene_g22854,182
Pver_gene_g22855,2829
Pver_gene_g25499,0
Pver_gene_g25498,0
Pver_gene_g25493,0
Pver_gene_g25492,0
Pver_gene_g25491,0
Pver_gene_g25490,0
Pver_gene_g25497,0
Pver_gene_g25496,0
Pver_gene_g25495,0
Pver_gene_g25494,0
Pver_gene_g9627,0
Pver_gene_g9626,1557
Pver_gene_g9624,917
Pver_gene_g9623,1273
Pver_gene_g9622,31
Pver_gene_g9621,653
Pver_gene_g9620,358
Pver_gene_g9629,156
Pver_gene_g9628,0
STRG.11230,1
Pver_gene_g7287,754
Pver_gene_g7286,166
Pver_gene_g7285,8
Pver_gene_g7284,648
Pver_gene_g7283,8005
Pver_gene_g7282,654
Pver_gene_g7281,124
Pver_gene_g7280,1537
Pver_gene_g7289,234
Pver_gene_g7288,6288
Pver_gene_g22148,0
Pver_gene_g22149,0
Pver_gene_g22144,0
Pver_gene_g22145,1
Pver_gene_g22146,4
Pver_gene_g22147,27
Pver_gene_g22140,0
Pver_gene_g22141,10
Pver_gene_g22142,61
Pver_gene_g22143,0
Pver_gene_g23437,0
Pver_gene_g23436,0
Pver_gene_g23435,12
Pver_gene_g23434,0
Pver_gene_g23433,31
Pver_gene_g23432,22
Pver_gene_g23431,9
Pver_gene_g23430,0
Pver_gene_g23439,0
Pver_gene_g23438,0
Pver_gene_g5629,115
Pver_gene_g5628,374
Pver_gene_g5623,954
Pver_gene_g5622,1158
Pver_gene_g5621,891
Pver_gene_g5620,80
Pver_gene_g5627,0
Pver_gene_g5626,0
Pver_gene_g5625,671
Pver_gene_g5624,0
Pver_gene_g17647,28
Pver_gene_g20169,2399
Pver_gene_g17645,580
Pver_gene_g17644,864
Pver_gene_g17643,0
Pver_gene_g17642,297
Pver_gene_g17641,11
Pver_gene_g17640,347
Pver_gene_g20160,176
Pver_gene_g20161,69
Pver_gene_g20162,62
Pver_gene_g20163,0
Pver_gene_g20164,0
Pver_gene_g20165,18
Pver_gene_g17649,246
Pver_gene_g20167,55
Pver_gene_g24849,0
Pver_gene_g24848,0
Pver_gene_novel_gene_187_5de57afd,5089
Pver_gene_g7918,444
Pver_gene_g24843,0
Pver_gene_g7916,0
Pver_gene_g24841,303
Pver_gene_g24840,0
Pver_gene_g24847,0
Pver_gene_g24846,0
Pver_gene_g24845,0
Pver_gene_g24844,0
Pver_gene_g2398,14529
Pver_gene_g2399,17597
Pver_gene_g2392,402
Pver_gene_g2393,1018
Pver_gene_g2390,90
Pver_gene_g2391,137
Pver_gene_g2396,3
Pver_gene_g2397,674
Pver_gene_g2394,2762
Pver_gene_g2395,756
Pver_gene_g3113,161
Pver_gene_g3112,2813
Pver_gene_g3111,1181
Pver_gene_g3110,343
Pver_gene_g3117,3272
Pver_gene_g3116,2039
Pver_gene_g3115,288
Pver_gene_g3114,0
Pver_gene_g3119,344
Pver_gene_g3118,13129
Pver_gene_g15251,0
Pver_gene_g19559,27
Pver_gene_g19558,0
Pver_gene_g19555,540
Pver_gene_g19554,537
Pver_gene_g19557,0
Pver_gene_g19556,297
Pver_gene_g19551,0
Pver_gene_g19550,36
Pver_gene_g19553,209
Pver_gene_g19552,0
Pver_gene_g16118,168
Pver_gene_g16119,46
Pver_gene_g11728,284
Pver_gene_g11729,4489
Pver_gene_g16110,205
Pver_gene_g16111,2
Pver_gene_g16112,200
Pver_gene_g16113,7
Pver_gene_g11726,966
Pver_gene_g16115,0
Pver_gene_g16116,148
Pver_gene_g11725,417
Pver_gene_g18608,601
Pver_gene_g18609,148
Pver_gene_g18606,8
Pver_gene_g18607,948
Pver_gene_g18604,7
Pver_gene_g18605,56
Pver_gene_g18602,0
Pver_gene_g18603,0
Pver_gene_g18600,12
Pver_gene_g18601,0
Pver_gene_g25822,1462
Pver_gene_g25823,3683
Pver_gene_g25820,60
Pver_gene_g25821,985
Pver_gene_g25826,699
Pver_gene_g25827,80
Pver_gene_g25824,637
Pver_gene_g25825,13471
Pver_gene_g25828,274
Pver_gene_g25829,16919
Pver_gene_novel_gene_46_5de57afd,5
Pver_gene_g10459,0
Pver_gene_g10458,226
Pver_gene_g10453,510
Pver_gene_g10452,877
Pver_gene_g10451,1254
Pver_gene_g10450,883
Pver_gene_g10457,0
Pver_gene_g10456,2045
Pver_gene_g10455,324
Pver_gene_g10454,12
Pver_gene_g12961,6043
Pver_gene_g12960,412
Pver_gene_g12963,484
Pver_gene_g12962,703
Pver_gene_g12965,123
Pver_gene_g12964,462
Pver_gene_g12967,0
Pver_gene_g12966,0
Pver_gene_g12969,513
Pver_gene_g12968,451
Pver_gene_g10181,550
Pver_gene_g10180,403
Pver_gene_g10183,5984
Pver_gene_g10182,915
Pver_gene_g10185,45
Pver_gene_g10184,188
Pver_gene_g10187,0
Pver_gene_g10186,56
Pver_gene_g10189,0
Pver_gene_g10188,39
Pver_gene_g14608,143
Pver_gene_g14609,165
Pver_gene_g14602,2108
Pver_gene_g14603,837
Pver_gene_g14600,628
Pver_gene_g14601,3974
Pver_gene_g14606,14
Pver_gene_g14607,396
Pver_gene_g14604,16
Pver_gene_g14605,8
Pver_gene_g20959,37
Pver_gene_g20958,0
Pver_gene_g20951,0
Pver_gene_g20950,4
Pver_gene_g20953,192
Pver_gene_g20952,288
Pver_gene_g20955,0
Pver_gene_g20954,0
Pver_gene_g20957,54
Pver_gene_g20956,924
Pver_gene_g21881,0
Pver_gene_g4233,0
Pver_gene_g4232,3876
Pver_gene_g4231,379
Pver_gene_g4230,22771
Pver_gene_g4237,2007
Pver_gene_g4236,927
Pver_gene_g4235,320
Pver_gene_g4234,943
Pver_gene_g4239,641
Pver_gene_g4238,914
Pver_gene_g16936,156
Pver_gene_g16937,21892
Pver_gene_g16934,2055
Pver_gene_g16935,21
Pver_gene_g16932,39
Pver_gene_g16933,8
Pver_gene_g16930,746
Pver_gene_g16931,0
Pver_gene_g16939,98
Pver_gene_g13379,93
Pver_gene_g13378,7661
Pver_gene_g13373,0
Pver_gene_g13372,0
Pver_gene_g13371,15
Pver_gene_g13370,12725
Pver_gene_g13377,2400
Pver_gene_g13376,1615
Pver_gene_g13375,85
Pver_gene_g13374,0
Pver_gene_g23370,589
Pver_gene_g23371,0
Pver_gene_g23372,1474
Pver_gene_g23373,0
Pver_gene_g23374,660
Pver_gene_g23375,0
Pver_gene_g23376,17
Pver_gene_g23377,37
Pver_gene_g23378,289
Pver_gene_g23379,201
Pver_gene_g17833,6
Pver_gene_novel_gene_623_5de57afd,128
Pver_gene_g964,2869
Pver_gene_g3194,88
Pver_gene_g965,2593
Pver_gene_g21886,80
Pver_novel_model_734_5de57afd,0
Pver_gene_g966,0
Pver_gene_g967,119
Pver_gene_g15414,17
Pver_gene_g961,145
Pver_gene_g962,431
Pver_gene_g963,2288
Pver_gene_g24667,8
Pver_gene_novel_gene_60_5de57afd,68
Pver_gene_g12132,1585
Pver_gene_g12133,4252
Pver_gene_g12130,2582
Pver_gene_g12131,2118
Pver_gene_g12136,272
Pver_gene_g12137,13803
Pver_gene_g12134,2185
Pver_gene_g12135,3256
Pver_gene_g12138,15433
Pver_gene_g12139,20805
STRG.9225,9
Pver_novel_model_397_5de57afd,0
Pver_gene_g11443,307
Pver_gene_g11442,151
Pver_gene_g11441,2185
Pver_gene_g11440,733
Pver_gene_g11447,9485
Pver_gene_g11446,576
Pver_gene_g11445,0
Pver_gene_g11444,521
Pver_gene_g11449,1131
Pver_gene_g11448,11166
Pver_gene_g15353,6446
Pver_gene_g15352,749
Pver_gene_g15351,1302
Pver_gene_g840,2313
Pver_gene_g15357,417
Pver_gene_g15356,929
Pver_gene_g15355,29
Pver_gene_g15354,1049
Pver_gene_g15359,1338
Pver_gene_g848,1741
Pver_gene_novel_gene_697_5de57afd,414
STRG.12596,316
Pver_gene_novel_gene_798_5de57afd,4
Pver_gene_g151,31
Pver_gene_g150,42
Pver_gene_g153,0
Pver_gene_g152,29
Pver_gene_g155,0
Pver_gene_g154,247
Pver_gene_g157,1025
Pver_gene_g156,37744
Pver_gene_g159,981
Pver_gene_g158,20154
STRG.1073,1
Pver_gene_g3351,442
Pver_gene_g6182,479
Pver_gene_g3353,6070
Pver_gene_g6180,0
Pver_gene_g3355,549
Pver_gene_g3354,4080
Pver_gene_g3357,44
Pver_gene_g3356,74
Pver_gene_g3359,0
Pver_gene_g3358,0
Pver_gene_g6189,1376
Pver_gene_g6188,1035
Pver_gene_g7858,3802
Pver_gene_g7859,873
Pver_gene_g7856,4506
Pver_gene_g7857,1061
Pver_gene_g7854,4316
Pver_gene_g7855,388
Pver_gene_g7852,27945
Pver_gene_g7853,4862
Pver_gene_g7850,372
Pver_gene_g7851,574
Pver_gene_g9988,0
Pver_gene_g9989,0
Pver_gene_g9986,0
Pver_gene_g9987,0
Pver_gene_g9984,0
Pver_gene_g9985,0
Pver_gene_g9982,230
Pver_gene_g9983,0
Pver_gene_g9980,143
Pver_gene_g9981,1926
Pver_gene_g25897,272
Pver_gene_g7588,991
Pver_gene_g7589,929
Pver_gene_g7580,2239
Pver_gene_g7581,911
Pver_gene_g7582,143
Pver_gene_g7583,420
Pver_gene_g7584,1209
Pver_gene_g7585,2176
Pver_gene_g7586,480
Pver_gene_g7587,4202
Pver_gene_g24399,169
Pver_gene_g24398,9
Pver_gene_g24397,0
Pver_gene_g24396,0
Pver_gene_g24395,0
Pver_gene_g24394,0
Pver_gene_g24393,0
Pver_gene_g24392,11
Pver_gene_g24391,0
Pver_gene_g24390,0
Pver_gene_g24645,0
Pver_gene_g24644,0
Pver_gene_g24647,0
Pver_gene_g24646,0
Pver_gene_g24641,0
Pver_gene_g24640,0
Pver_gene_g24643,0
Pver_gene_g24642,0
Pver_gene_g24649,18
Pver_gene_g24648,0
STRG.15808,615
Pver_gene_g6459,1364
Pver_gene_g6458,1293
Pver_gene_g6455,2079
Pver_gene_g6454,60
Pver_gene_g6457,208
Pver_gene_g6456,21
Pver_gene_g6451,239
Pver_gene_g6450,733
Pver_gene_g6453,404
Pver_gene_g6452,1660
Pver_gene_g7328,4122
Pver_gene_g7329,157
Pver_gene_g7324,1741
Pver_gene_g7325,16
Pver_gene_g7326,592
Pver_gene_g7327,425
Pver_gene_g7320,133
Pver_gene_g7321,915
Pver_gene_g7322,747
Pver_gene_g7323,0
Pver_gene_g1865,0
Pver_gene_g1864,134
Pver_gene_g1867,1453
Pver_gene_g1866,42
Pver_gene_g1861,5046
Pver_gene_g1860,1188
Pver_gene_g1863,785
Pver_gene_g1862,835
Pver_gene_g1869,916
Pver_gene_g1868,9
Pver_gene_g25516,0
Pver_gene_g25517,0
Pver_gene_g25514,0
Pver_gene_g25515,0
Pver_gene_g25512,0
Pver_gene_g25513,0
Pver_gene_g25510,0
Pver_gene_g25511,0
Pver_gene_g25518,0
Pver_gene_g25519,0
Pver_gene_g8314,16
Pver_gene_g12369,278
Pver_gene_g1249,1291
Pver_gene_g1248,24
Pver_gene_novel_gene_715_5de57afd,10
Pver_gene_g1241,245
Pver_gene_g1240,72
Pver_gene_g1243,813
Pver_gene_g1242,1051
Pver_gene_g1245,4145
Pver_gene_g1244,438
Pver_gene_g1247,6310
Pver_gene_g1246,573
Pver_gene_g9476,464
Pver_gene_g23028,1664
Pver_gene_g9474,1221
Pver_gene_g9475,563
Pver_gene_g9472,238
Pver_gene_g9473,578
Pver_gene_g9470,1013
Pver_gene_g9471,252
Pver_gene_g9478,1694
Pver_gene_g9479,0
STRG.11007,1
Pver_gene_g99,1099
Pver_gene_g12366,17
Pver_gene_novel_gene_584_5de57afd,0
Pver_gene_g4749,3669
Pver_gene_g4748,77
Pver_gene_g4743,213
Pver_gene_g4742,441
Pver_gene_g4741,112
Pver_gene_g4740,1541
Pver_gene_g4747,871
Pver_gene_g4746,4035
Pver_gene_g4745,0
Pver_gene_g4744,1016
Pver_gene_g26098,1944
Pver_gene_g26099,6085
Pver_gene_g23026,655
Pver_gene_g26092,1512
Pver_gene_g26093,143
Pver_gene_g26090,0
Pver_gene_g23027,494
Pver_gene_g26096,4199
Pver_gene_g26097,10744
Pver_gene_g26094,5
Pver_gene_g26095,2811
Pver_gene_g16488,387
Pver_gene_g16489,0
Pver_gene_g16486,2193
Pver_gene_g16487,961
Pver_gene_g16484,3335
Pver_gene_g16485,247
Pver_gene_g16483,0
Pver_gene_g2745,346
Pver_gene_g2744,7055
Pver_gene_g2747,0
Pver_gene_g2746,9752
Pver_gene_g2741,1940
Pver_gene_g2740,129
Pver_gene_g2743,1075
Pver_gene_g2742,37
Pver_gene_g2749,201
Pver_gene_g2748,0
Pver_gene_g10169,91
Pver_gene_g23608,0
Pver_gene_g23609,0
Pver_gene_novel_gene_690_5de57afd,710
Pver_gene_g23600,675
Pver_gene_g23601,114
Pver_gene_g23602,18
Pver_gene_g23603,7
Pver_gene_g23604,44
Pver_gene_g23605,75
Pver_gene_g23606,0
Pver_gene_g23607,0
STRG.6001,75
STRG.6002,36
Pver_gene_g21888,17
Pver_gene_g20559,104
Pver_gene_g20558,0
Pver_gene_g17318,5146
Pver_gene_g20555,0
Pver_gene_g20554,0
Pver_gene_g20557,685
Pver_gene_g20556,9
Pver_gene_g20551,55
Pver_gene_g20550,55
Pver_gene_g20553,0
Pver_gene_g20552,6
Pver_gene_g21880,0
Pver_gene_g21608,790
Pver_gene_g21609,0
Pver_gene_g21606,9
Pver_gene_g21607,103
Pver_gene_g21604,0
Pver_gene_g21605,25
Pver_gene_g21602,0
Pver_gene_g21603,0
Pver_gene_g21600,0
Pver_gene_g21601,0
Pver_gene_g3834,6779
Pver_gene_g3835,0
Pver_gene_g3836,1414
Pver_gene_g3837,22
Pver_gene_g3830,13566
Pver_gene_g3831,0
Pver_gene_g3832,10
Pver_gene_g3833,7457
Pver_gene_g21884,0
Pver_gene_g3838,2389
Pver_gene_g3839,55
Pver_gene_g21885,6
Pver_gene_g12334,583
Pver_gene_g12335,61
Pver_gene_g12336,374
Pver_gene_g12337,485
Pver_gene_g12330,8
Pver_gene_g12331,0
Pver_gene_g12332,18
Pver_gene_g12333,698
Pver_gene_g17316,190
Pver_gene_g12338,1659
Pver_gene_g12339,2134
Pver_gene_g19458,0
Pver_gene_g19459,0
Pver_gene_g19450,504
Pver_gene_g19451,43
Pver_gene_g19452,0
Pver_gene_g19453,0
Pver_gene_g19454,14
Pver_gene_g19455,0
Pver_gene_g19456,239
Pver_gene_g19457,0
Pver_gene_g12488,6
Pver_gene_g12489,27
Pver_gene_novel_gene_585_5de57afd,169
Pver_gene_g12482,655
Pver_gene_g12483,21591
Pver_gene_g12480,29
Pver_gene_g12481,44
Pver_gene_g12486,281
Pver_gene_g12487,12304
Pver_gene_g12484,25485
Pver_gene_g12485,772
Pver_gene_g11685,5
Pver_gene_g11684,0
Pver_gene_g11687,7
Pver_gene_g11686,0
Pver_gene_g11681,34
Pver_gene_g11680,2558
Pver_gene_g11683,118
Pver_gene_g11682,24
Pver_gene_g11689,451
Pver_gene_g11688,0
Pver_gene_g16309,352
Pver_gene_g16308,0
Pver_gene_g16301,1538
Pver_gene_g16300,237
Pver_gene_g16303,0
Pver_gene_g16302,0
Pver_gene_g16305,711
Pver_gene_g16304,858
Pver_gene_g16307,39
Pver_gene_g16306,0
Pver_novel_model_466_5de57afd,0
Pver_gene_g18419,0
Pver_gene_g18418,12
Pver_gene_g18417,8
Pver_gene_g18416,27
Pver_gene_g18415,1295
Pver_gene_g18414,1692
Pver_gene_g18413,12
Pver_gene_g18412,0
Pver_gene_g18411,16
Pver_gene_g18410,0
Pver_gene_novel_gene_45_5de57afd,5
Pver_gene_g10228,128
Pver_gene_g10229,271
Pver_gene_g10224,639
Pver_gene_g10225,955
Pver_gene_g10226,3580
Pver_gene_g10227,250
Pver_gene_g10220,1021
Pver_gene_g10221,1211
Pver_gene_g10222,2267
Pver_gene_g10223,2118
Pver_gene_g15768,47
Pver_gene_g15769,275
Pver_gene_g15762,0
Pver_gene_g15763,1191
Pver_gene_g15760,680
Pver_gene_g15761,1215
Pver_gene_g15766,2288
Pver_gene_g15767,660
Pver_gene_g15764,0
Pver_gene_g15765,515
Pver_gene_g2304_g2306,561
STRG.10016,2
Pver_gene_g17940,305
Pver_gene_g17941,38
Pver_gene_g17942,0
Pver_gene_g17943,473
Pver_gene_g17944,29
Pver_gene_g17945,229
Pver_gene_g17946,301
Pver_gene_g17947,90
Pver_gene_g17948,139
Pver_gene_g17949,4668
Pver_gene_novel_gene_712_5de57afd,0
Pver_gene_g14419,625
Pver_gene_g14418,36
Pver_gene_g14413,9
Pver_gene_g14412,20
Pver_gene_g14411,17
Pver_gene_g14410,0
Pver_gene_g14417,4716
Pver_gene_g14416,0
Pver_gene_g14415,0
Pver_gene_g14414,0
Pver_gene_g6322,616
Pver_gene_g1447,3791
STRG.9052,4
Pver_gene_g22409,17
Pver_gene_g22408,9
Pver_gene_novel_gene_745_5de57afd,63
Pver_gene_g22405,0
Pver_gene_g22404,0
Pver_gene_g22407,0
Pver_gene_g22406,0
Pver_gene_g22401,0
Pver_gene_g22400,11
Pver_gene_g22403,0
Pver_gene_g22402,0
Pver_gene_g3254,1710
Pver_gene_g11102,0
Pver_gene_g11103,54
Pver_gene_g11100,823
Pver_gene_g16334,337
Pver_gene_g16335,0
Pver_gene_g16336,24
Pver_gene_g16337,49
Pver_gene_g2375,745
Pver_gene_g18027,270
Pver_gene_g2377,38
Pver_gene_g18924,23
STRG.12368,1262
Pver_gene_g2250,361
Pver_gene_g10276,448
Pver_gene_novel_gene_316_5de57afd,51
Pver_gene_novel_gene_195_5de57afd,66
STRG.13705,161
Pver_gene_novel_gene_530_5de57afd,5556
Pver_gene_novel_gene_433_5de57afd,27
Pver_gene_g3679,364
Pver_gene_g3672,1919
Pver_gene_g3673,454
Pver_gene_g3670,449
Pver_gene_g3671,1498
Pver_gene_g3676,994
Pver_gene_g3677,2928
Pver_gene_g3674,0
Pver_gene_g3675,1040
Pver_gene_g18251,271
Pver_gene_g18250,0
Pver_gene_g18253,415
Pver_gene_g18252,532
Pver_gene_g18255,62
Pver_gene_g18254,82
Pver_gene_g18257,1840
Pver_gene_g18256,2421
Pver_gene_g18259,3936
Pver_gene_g18258,440
STRG.19271,1
Pver_gene_g24560,285
Pver_gene_g24561,0
Pver_gene_g24562,0
Pver_gene_g24563,0
Pver_gene_g24564,0
Pver_gene_g24565,0
Pver_gene_g24566,0
Pver_gene_g24567,0
Pver_gene_g24568,0
Pver_gene_g24569,0
Pver_gene_g8668,103
Pver_gene_g8669,451
Pver_gene_g8664,0
Pver_gene_g8665,41
Pver_gene_g8666,0
Pver_gene_g8667,0
Pver_gene_g8660,171
Pver_gene_g8661,914
Pver_gene_g8662,1624
Pver_gene_g8663,379
Pver_gene_novel_gene_292_5de57afd,51
Pver_gene_g5319,0
Pver_gene_g5318,12
Pver_gene_g5313,21
Pver_gene_g5312,478
Pver_gene_g5311,121
Pver_gene_g5310,0
Pver_gene_g5317,0
Pver_gene_g5316,4071
Pver_gene_g5315,341
Pver_gene_g5314,0
Pver_gene_g24933,0
STRG.7258,61
Pver_gene_g9130,1052
Pver_gene_g23107,867
Pver_gene_g23106,0
Pver_gene_g23105,268
Pver_gene_g23104,242
Pver_gene_g23103,2958
Pver_gene_g23102,74
Pver_gene_g23101,7
Pver_gene_g23100,599
Pver_gene_g23109,748
Pver_gene_g23108,173
Pver_gene_g20458,0
Pver_gene_g20459,0
Pver_gene_g20450,0
Pver_gene_g20451,0
Pver_gene_g20452,5
Pver_gene_g20453,0
Pver_gene_g20454,0
Pver_gene_g20455,82
Pver_gene_g20456,820
Pver_gene_g20457,0
Pver_gene_g26689,245
Pver_gene_g26688,0
Pver_gene_g26683,0
Pver_gene_g26682,107
Pver_gene_g26681,1233
Pver_gene_g26680,276
Pver_gene_g26687,28
Pver_gene_g26686,0
Pver_gene_g26685,11
Pver_gene_g26684,15
Pver_gene_g16569,404
Pver_gene_g16568,2749
Pver_gene_g4958,9
Pver_gene_g4959,31
Pver_gene_g4952,187
Pver_gene_g4953,192
Pver_gene_g4950,176
Pver_gene_g16562,7171
Pver_gene_g4956,18
Pver_gene_g16564,3427
Pver_gene_g4954,77
Pver_gene_g16566,783
Pver_gene_g3423,69
Pver_gene_g15148,0
Pver_gene_g15149,477
Pver_gene_g15142,88
Pver_gene_g15143,4583
Pver_gene_g15140,5636
Pver_gene_g15141,553
Pver_gene_g15146,768
Pver_gene_g15147,0
Pver_gene_g15144,9
Pver_gene_g15145,64
Pver_gene_g23819,0
Pver_gene_g23818,0
Pver_gene_g23811,0
Pver_gene_g23810,0
Pver_gene_g23813,930
Pver_gene_g23812,1878
Pver_gene_g23815,0
Pver_gene_g23814,0
Pver_gene_g23817,0
Pver_gene_g23816,0
Pver_gene_g21419,0
Pver_gene_g21418,0
Pver_gene_g21417,13
Pver_gene_g21416,0
Pver_gene_g21415,0
Pver_gene_g21414,98
Pver_gene_g21413,0
Pver_gene_g21412,0
Pver_gene_g21411,2
Pver_gene_g21410,0
Pver_gene_g17773,131
Pver_gene_g17772,232
Pver_gene_g17771,29
Pver_gene_g17770,49
Pver_gene_g17777,299
Pver_gene_g17776,0
Pver_gene_g17775,0
Pver_gene_g17774,0
Pver_gene_g17779,0
Pver_gene_g17778,22
Pver_gene_g19649,1534
Pver_gene_g19648,0
Pver_gene_g14239,1242
Pver_gene_g14238,0
Pver_gene_g14233,33
Pver_gene_g19640,24
Pver_gene_g14231,1643
Pver_gene_g19642,253
Pver_gene_g19645,0
Pver_gene_g19644,668
Pver_gene_g14235,6620
Pver_gene_g19646,654
Pver_gene_g12699,566
Pver_gene_g12698,2074
Pver_gene_g12693,1003
Pver_gene_g12692,2677
Pver_gene_g12691,1577
Pver_gene_g12690,29
Pver_gene_g12697,1924
Pver_gene_g12696,0
Pver_gene_g12695,1307
Pver_gene_g12694,2286
Pver_gene_g10929,1973
Pver_gene_g10928,2650
Pver_gene_g10923,4733
Pver_gene_g10922,848
Pver_gene_g10921,503
Pver_gene_g10920,0
Pver_gene_g10927,1577
Pver_gene_g10926,1445
Pver_gene_g10925,0
Pver_gene_g10924,0
Pver_gene_g10691,508
Pver_gene_g10690,420
Pver_gene_g10693,16
Pver_gene_g10692,946
Pver_gene_g10695,5568
Pver_gene_g10694,1531
Pver_gene_g10697,3244
Pver_gene_g10696,1305
Pver_gene_g10699,315
Pver_gene_g10698,119
Pver_gene_g23402,0
Pver_gene_g11348,2049
Pver_gene_g11349,718
Pver_gene_g26431,52
Pver_gene_g11344,93
Pver_gene_g11345,18
Pver_gene_g11346,0
Pver_gene_g11347,0
Pver_gene_g11340,2885
Pver_gene_g11341,17
Pver_gene_g11342,1024
Pver_gene_g11343,759
Pver_gene_g23401,911
Pver_gene_g23406,1036
Pver_gene_g26435,0
Pver_gene_g26436,0
Pver_gene_g26437,0
Pver_gene_g13272,552
Pver_gene_g13273,31
Pver_gene_g13270,4
Pver_gene_g13271,772
Pver_gene_g13276,818
Pver_gene_g13277,1001
Pver_gene_g13274,126
Pver_gene_g13275,1016
Pver_gene_g13278,272
Pver_gene_g13279,1770
Pver_gene_novel_gene_327_5de57afd,70
Pver_gene_g2842,494
Pver_gene_g9815,193
Pver_gene_g9816,252
Pver_gene_g2841,2095
Pver_gene_g9810,1702
Pver_gene_g9811,2819
Pver_gene_g2844,860
Pver_gene_g9813,538
Pver_gene_g17395,54
Pver_gene_novel_gene_313_5de57afd,18
Pver_gene_g14596,0
Pver_gene_g14597,24
Pver_gene_g14594,0
Pver_gene_g14595,42
Pver_gene_g14592,513
Pver_gene_g14593,202
Pver_gene_g14590,2664
Pver_gene_g14598,0
Pver_gene_g14599,1289
Pver_gene_g14135,68
STRG.4870,84
STRG.4871,178
Pver_novel_model_340_5de57afd,0
Pver_gene_g9006,0
Pver_gene_novel_gene_593_5de57afd,24
Pver_gene_g25769,143
Pver_gene_g25768,372
Pver_gene_g25765,359
Pver_gene_g25764,23177
Pver_gene_g25767,85
Pver_gene_g25766,429
Pver_gene_g25761,3206
Pver_gene_g25760,1000
Pver_gene_g25763,401
Pver_gene_g25762,501
Pver_gene_g7175,49
Pver_gene_g7174,0
Pver_gene_g7177,632
Pver_gene_g7176,609
Pver_gene_g7171,67
Pver_gene_g7170,0
Pver_gene_g7173,0
Pver_gene_g7172,78
Pver_gene_g7179,320
Pver_gene_g7178,54
Pver_gene_g11140_g11142,387
Pver_gene_g22238,0
Pver_gene_g22239,3
Pver_gene_g22236,0
Pver_gene_g22237,1
Pver_gene_g22234,6
Pver_gene_g22235,0
Pver_gene_g22232,11
Pver_gene_g22233,0
Pver_gene_g22230,0
Pver_gene_g22231,1
Pver_gene_g1432,803
Pver_gene_g1433,0
Pver_gene_g1430,1928
Pver_gene_g1431,1807
Pver_gene_g1436,91
Pver_gene_g1437,76
Pver_gene_g1434,0
Pver_gene_g1435,90
Pver_gene_g1438,305
Pver_gene_g1439,49
Pver_gene_novel_gene_431_5de57afd,32
Pver_gene_g20179,61
Pver_gene_g20178,0
Pver_gene_g20173,71
Pver_gene_g20172,432
STRG.10688,3962
Pver_gene_g20171,0
Pver_gene_g20170,2
Pver_gene_g20177,0
Pver_gene_g20176,0
Pver_gene_g8255,417
Pver_gene_g8254,1270
Pver_gene_g8257,2424
Pver_gene_g8256,4594
Pver_gene_g8251,3176
Pver_gene_g20175,47
Pver_gene_g8253,290
Pver_gene_g8252,512
Pver_gene_g17675,6892
Pver_gene_g8259,425
Pver_gene_g8258,268
STRG.8914,2
STRG.7722,296
STRG.7720,0
Pver_gene_g26449,0
Pver_gene_g26448,8412
Pver_gene_g26445,296
Pver_gene_g26444,378
Pver_gene_g26447,326
Pver_gene_g26446,3339
